gene	chromosome	start	end	CNV_value
SEZ6L	chr22	26169462	26383597	0.0016049039426985318
SEZ6L2	chr16	29871159	29899547	0.0007237163116299317
SF3A1	chr22	30331988	30356919	-0.00016659799599544025
SF3B1	chr2	197388515	197435091	0.003669322906443456
SF3B3	chr16	70523791	70577670	0.023749211551335886
SF3B4	chr1	149923317	149927803	0.0015460100015327032
SFPQ	chr1	35176378	35193145	0.007090505912763734
SFRP1	chr8	41261962	41309473	0.00018892072028431134
SFRP4	chr7	37905932	38025695	6.874616514815643e-05
SFRP5	chr10	97766751	97771999	-0.00013691491743080773
SFSWAP	chr12	131711081	131799737	
SFXN1	chr5	175477062	175529742	-0.00716110184528025
SFXN2	chr10	102714538	102743492	-0.0009113920687774904
SGCA	chr17	50164214	50175928	0.07535126543253585
SGK1	chr6	134169246	134318112	0.03271188110894906
SGSH	chr17	80206716	80220923	0.005546386178568871
SH2B2	chr7	102285091	102321711	0.0006075267652087388
SH2D1A	chrX	124227868	124373197	
SH2D1B	chr1	162395268	162412138	-0.023969194630851873
SH2D2A	chr1	156806243	156816862	7.442554915724541e-05
SH2D3C	chr9	127738317	127778710	0.027767993957379063
SH3BGR	chr21	39445855	39515506	-0.0004919134136229591
SH3BGRL2	chr6	79631329	79703655	0.011931072450950287
SH3BP5	chr3	15254353	15341368	-0.12985314947077853
SH3BP5L	chr1	248810446	248825915	0.13960872772036745
SH3GLB2	chr9	129007036	129028303	0.05472078756268738
SH3RF2	chr5	145936578	146081791	-7.430581050845983e-05
SH3TC2	chr5	148923639	149063163	-0.0005962277913897806
SHANK2	chr11	70467856	71252577	0.0029738692413235233
SHANK3	chr22	50674415	50733298	
SHARPIN	chr8	144098633	144108124	0.0024332502558325063
SHBG	chr17	7613946	7633382	-0.050358427928358436
SHC1	chr1	154962298	154974395	0.0009447256351256569
SHC4	chr15	48823741	48963919	0.003103282238128842
SHFL	chr19	10086122	10093252	0.010294009387855
SHH	chr7	155799980	155812463	
SHLD1	chr20	5750393	5864395	-0.0005827689728791822
SHLD2	chr10	87094161	87191468	-1.3390626304210829e-05
SHMT1	chr17	18327860	18363563	-8.797099307625445e-05
SHMT2	chr12	57229573	57234935	0.00017640539255839936
SHOX	chrX	624344	659411	
SHROOM1	chr5	132822141	132830898	0.002963002185801527
SIAE	chr11	124633113	124695707	-0.00449460763659401
SIAH1	chr16	48356364	48448402	0.0015930165906617704
SIGIRR	chr11	405716	417455	0.004814412165801134
SIGLEC1	chr20	3686970	3707128	-0.0013010007569408417
SIGLEC11	chr19	49948985	49961172	0.00023390334743419146
SIGLEC6	chr19	51517819	51531856	-4.185476624158715e-06
SIGLEC7	chr19	51142299	51153526	0.00024245146391721717
SIGLEC9	chr19	51124908	51136651	0.00024245146391721717
SIGMAR1	chr9	34634722	34637809	-0.08977454922074052
SIK2	chr11	111602449	111730855	-0.01061669625336271
SIK3	chr11	116843402	117098437	-0.007050972372759938
SIM2	chr21	36699115	36749917	-0.0004919134136229591
SIMC1	chr5	176238367	176345991	-0.004553560483529834
SIN3A	chr15	75369379	75455842	7.468911372748236e-05
SINHCAF	chr12	31280584	31327058	-0.0034828923766608943
SIPA1L3	chr19	37907208	38208369	8.397444375947614e-06
SIRPA	chr20	1894167	1940592	-0.0014900675207223041
SIRPB1	chr20	1563521	1620061	-0.0014900675207223041
SIRPG	chr20	1629152	1657779	-0.0014900675207223041
SIRT1	chr10	67884656	67918390	6.351525282950847e-05
SIRT2	chr19	38878555	38899862	8.397444375947614e-06
SIRT3	chr11	215030	236931	0.004814412165801134
SIRT6	chr19	4174109	4182566	0.0003760747592308218
SIRT7	chr17	81911939	81921323	0.009892477408176966
SIX1	chr14	60643421	60658259	-0.03559514530806321
SKA3	chr13	21153595	21176552	-0.0350962107475691
SKP1	chr5	134148935	134177038	0.0013490207609171442
SKP2	chr5	36151989	36184319	0.001815849488023424
SLAMF1	chr1	160608106	160647295	-0.017348570493744556
SLAMF6	chr1	160485030	160523262	-0.017348570493744556
SLAMF7	chr1	160739057	160754821	-0.017348570493744556
SLAMF8	chr1	159826811	159837492	-0.0046171018609826465
SLC10A1	chr14	69775416	69797241	-0.07266452118779655
SLC11A1	chr2	218382029	218396894	0.04712961019326936
SLC11A2	chr12	50979401	51028566	-7.851452747788239e-05
SLC12A2	chr5	128083766	128189677	0.0028060040347154002
SLC12A6	chr15	34229784	34338060	0.004043780019024639
SLC15A1	chr13	98683801	98752672	-0.00463512448314386
SLC16A1	chr1	112911847	112957013	0.00032075283169663744
SLC16A4	chr1	110362851	110391082	0.000568165470478334
SLC16A9	chr10	59650761	59736002	-0.00010822042522412568
SLC17A5	chr6	73593379	73653992	0.009991160828451709
SLC17A6	chr11	22338381	22379503	0.0004973024510201649
SLC17A7	chr19	49429401	49442360	0.0005090292648720886
SLC17A8	chr12	100357074	100422055	2.6482969706054517e-05
SLC18A2	chr10	117241093	117279430	-0.01633029471607391
SLC19A1	chr21	45493572	45573365	-0.0004919134136229591
SLC1A1	chr9	4490468	4587469	-0.12086401876169456
SLC1A2	chr11	35251205	35420063	0.000497399835179321
SLC1A3	chr5	36606355	36688334	0.001815849488023424
SLC1A5	chr19	46774883	46788594	0.0004753199774616822
SLC20A2	chr8	42416475	42541926	0.00017883905557302356
SLC22A1	chr6	160121815	160158718	0.002697462043891199
SLC22A12	chr11	64590641	64602353	0.003685000769892627
SLC22A2	chr6	160171061	160277638	0.002697462043891199
SLC22A4	chr5	132294394	132344190	0.0028060040347154002
SLC22A5	chr5	132369752	132395614	0.0028060040347154002
SLC22A8	chr11	62989154	63015841	0.0017269024335820778
SLC22A9	chr11	63369785	63410294	0.0017269024335820778
SLC23A2	chr20	4852356	5010293	-0.0005827689728791822
SLC24A1	chr15	65611366	65660995	0.0005011003574818951
SLC24A4	chr14	92322581	92501483	-0.08132505423898645
SLC25A1	chr22	19175581	19178739	0.013127863213813222
SLC25A10	chr17	81712236	81721016	0.009892477408176966
SLC25A11	chr17	4937130	4940053	-0.09664423698070382
SLC25A13	chr7	96120220	96322147	0.01237720993829814
SLC25A17	chr22	40769630	40819399	-0.0033673850824723446
SLC25A31	chr4	127730400	127774292	-0.009430828969627918
SLC25A39	chr17	44319625	44324870	0.01956760265630175
SLC25A4	chr4	185143266	185150382	-8.575323636440421e-05
SLC25A40	chr7	87833568	87876360	0.02361533438366936
SLC26A2	chr5	149960758	149993455	-0.0005962277913897806
SLC26A3	chr7	107765467	107803225	0.00022043217152534913
SLC29A1	chr6	44219553	44234142	0.004187942225050373
SLC29A3	chr10	71319259	71381423	0.00031105841972587744
SLC2A1	chr1	42925375	42958868	0.05196342837794612
SLC2A2	chr3	170996347	171026743	0.00022161827416828826
SLC2A3	chr12	7919230	7936187	-0.06950850039127196
SLC2A4	chr17	7281718	7288257	-0.0831837900968406
SLC2A4RG	chr20	63739776	63744050	-2.9782016404695846e-05
SLC2A9	chr4	9771153	10054936	-0.13004131408159444
SLC30A7	chr1	100896076	100981757	0.0005739060561435618
SLC30A8	chr8	116950273	117176714	0.003194944585899933
SLC35E1	chr19	16549831	16572415	0.008840247738418376
SLC35G2	chr3	136818647	136855888	-4.961949320535454e-05
SLC37A4	chr11	119024114	119030906	-0.006122775933771628
SLC38A7	chr16	58665109	58684770	0.01030756366400854
SLC39A11	chr17	72645949	73092712	0.0008409202013293028
SLC39A8	chr4	102251041	102431258	-0.07936724775730437
SLC39A9	chr14	69398015	69462390	-0.07266452118779655
SLC3A1	chr2	44275458	44321494	0.00031110884704675125
SLC3A2	chr11	62856102	62888875	0.0017269024335820778
SLC40A1	chr2	189560579	189583758	0.0003384719219201136
SLC43A2	chr17	1569267	1628886	-0.09771096176374078
SLC4A1	chr17	44248390	44268141	0.01956760265630175
SLC4A1AP	chr2	27663471	27694976	0.0006508387604871469
SLC5A1	chr22	32043261	32113029	-0.0001650329339043002
SLC5A2	chr16	31483002	31490860	0.0011365189923910432
SLC5A3	chr21	34073578	34106260	-0.0004919134136229591
SLC5A5	chr19	17871945	17895174	0.001261485372987262
SLC5A7	chr2	107986523	108013994	-0.00020503510995936638
SLC6A1	chr3	10992186	11039247	-0.14557824934984856
SLC6A12	chr12	190077	214570	-0.029111438765546456
SLC6A17	chr1	110150494	110202202	0.0006559449915593991
SLC6A2	chr16	55655604	55706192	0.0015930165906617704
SLC6A3	chr5	1392794	1445440	0.008541772995529861
SLC6A4	chr17	30194319	30236002	0.00038603625037614704
SLC6A5	chr11	20599400	20659285	0.00042123636307598975
SLC6A9	chr1	43991500	44031467	0.05196342837794612
SLC7A11	chr4	138164097	138242349	-0.00494972532125631
SLC7A5	chr16	87830023	87869507	0.019725674801881296
SLC7A7	chr14	22773222	22829820	-0.007222248875806015
SLC9A1	chr1	27098809	27166981	0.000777844687109851
SLC9A3	chr5	470456	524449	0.008541772995529861
SLC9A3R1	chr17	74748628	74769353	0.0015271212748442238
SLC9A3R2	chr16	2025356	2039026	0.0076711826891900075
SLCO1B1	chr12	21131194	21239796	-0.019128248055308644
SLCO1B3	chr12	20810702	20916911	-0.019128248055308644
SLCO1C1	chr12	20695355	20753386	-0.019128248055308644
SLCO2B1	chr11	75100563	75206549	9.71009611571417e-05
SLFN11	chr17	35350305	35373701	0.0967543444528365
SLFN5	chr17	35243071	35273655	0.0967543444528365
SLIT2	chr4	20251905	20620561	-0.12133224495448075
SLIT3	chr5	168661733	169301129	-0.00716110184528025
SLITRK1	chr13	83877205	83882393	-0.007268806026474949
SLITRK2	chrX	145817832	145829856	
SLITRK4	chrX	143622790	143636101	
SLITRK5	chr13	87672615	87696272	-0.007268806026474949
SLMAP	chr3	57755450	57930003	-0.034581866126714336
SMAD1	chr4	145481194	145559176	-0.002289617241669375
SMAD2	chr18	47808957	47931146	-0.03381473962030213
SMAD3	chr15	67063763	67195169	0.0005011003574818951
SMAD4	chr18	51028394	51085045	-0.03381473962030213
SMAD7	chr18	48919853	48952052	-0.03381473962030213
SMAP2	chr1	40344850	40423326	0.04020297401217017
SMARCA1	chrX	129446501	129523500	
SMARCA2	chr9	1980290	2193624	-0.12086401876169456
SMARCA4	chr19	10960825	11079426	0.02890830333847734
SMARCA5	chr4	143513702	143557486	-0.00494972532125631
SMARCAD1	chr4	94207611	94291292	-0.08924705924435848
SMARCAL1	chr2	216412414	216483053	0.03647947861261257
SMARCB1	chr22	23786931	23838008	0.0016049039426985318
SMARCC1	chr3	47585269	47782106	-0.038138960032055386
SMARCE1	chr17	40624962	40648654	0.14850357945176026
SMC1A	chrX	53374149	53422728	
SMC3	chr10	110567691	110604636	-0.0034312916843590516
SMC4	chr3	160399274	160434954	0.00022161827416828826
SMCHD1	chr18	2655738	2805017	-0.029405424639585172
SMN1	chr5	70925030	70953942	0.0003661442890861914
SMN2	chr5	70049612	70078522	0.0003661442890861914
SMO	chr7	129188633	129213545	3.6567375335077536e-05
SMOC1	chr14	69854131	70032366	-0.07266452118779655
SMOC2	chr6	168441151	168673445	
SMOX	chr20	4120980	4187747	-0.0013010007569408417
SMPD1	chr11	6390440	6394998	0.0005403327151397394
SMPD3	chr16	68358327	68448508	0.01358975238224288
SMPDL3B	chr1	27935000	27959157	0.0014289949103799284
SMTN	chr22	31064105	31104757	-0.00016659799599544025
SMURF1	chr7	99027438	99144100	0.0033934197286916647
SMURF2	chr17	64542282	64662307	0.0005195564121448308
SMYD3	chr1	245749342	246507312	0.13960872772036745
SNAI1	chr20	49982980	49988886	-0.000336274174793978
SNAI2	chr8	48917598	48921740	0.00017883905557302356
SNAP23	chr15	42491233	42545356	0.002494240172503986
SNAP25	chr20	10218830	10307418	-0.0004207955747306463
SNAP47	chr1	227728539	227781231	0.07395991750218409
SNCA	chr4	89700345	89838315	-0.08924705924435848
SND1	chr7	127652194	128092609	6.73725576128317e-05
SNHG1	chr11	62851984	62855953	0.0017269024335820778
SNHG11	chr20	38446343	38450940	-0.0001926930305975184
SNHG15	chr7	44983023	44986961	0.0002773504219891991
SNHG17	chr20	38419638	38435409	-0.0001926930305975184
SNHG8	chr4	118278709	118285316	-0.02999896749594418
SNRNP200	chr2	96274338	96321271	-5.285337936843565e-05
SNRPB	chr20	2461634	2470853	-0.0013010007569408417
SNRPD1	chr18	21612314	21633524	-0.03381473962030213
SNRPD3	chr22	24555958	24582052	0.0016049039426985318
SNTB1	chr8	120535745	120813273	0.008026174640372587
SNTB2	chr16	69187129	69309052	0.01358975238224288
SNTG2	chr2	950849	1367613	0.0011069364036231303
SNURF	chr15	24954986	24977850	0.004588924611061515
SNX1	chr15	64094123	64146090	0.0015568326008209817
SNX10	chr7	26291895	26374329	-0.0001702444357241841
SNX11	chr17	48103357	48123074	0.055925875743425474
SNX15	chr11	65027439	65040572	0.007507225461540621
SNX16	chr8	81799581	81842866	0.000318216303090948
SNX17	chr2	27370496	27377535	0.0006508387604871469
SNX19	chr11	130875436	130916509	-0.0010996818445793187
SNX27	chr1	151612006	151699091	0.004051103958096159
SNX29	chr16	11976734	12574287	0.0013526902526049963
SNX30	chr9	112750760	112881671	0.0015528432279981355
SNX33	chr15	75647906	75662301	7.468911372748236e-05
SNX4	chr3	125446650	125520202	-4.6802366466423495e-05
SNX8	chr7	2251770	2354318	-4.729841684267593e-05
SOAT1	chr1	179293714	179358680	-0.0023899609050197826
SOCS1	chr16	11254408	11256204	0.0024196002195725906
SOCS2	chr12	93569814	93583487	2.240002122937098e-05
SOCS3	chr17	78356778	78360077	0.005546386178568871
SOD1	chr21	31659622	31668931	-0.0004919134136229591
SOD3	chr4	24789912	24800842	-0.12133224495448075
SOHLH2	chr13	36168217	36214588	-0.02203826786417181
SORCS1	chr10	106573663	107164534	-0.0009113920687774904
SORCS2	chr4	7192538	7742836	-0.13004131408159444
SORD	chr15	45023181	45077185	0.003103282238128842
SORL1	chr11	121452314	121633763	-0.00449460763659401
SORT1	chr1	109309568	109397918	0.0006559449915593991
SOS1	chr2	38981549	39124345	0.00031110884704675125
SOST	chr17	43753738	43758791	0.04205552195059332
SOSTDC1	chr7	16461481	16530580	-0.00026868920080740685
SOX1	chr13	112067149	112071706	-0.0045872845668024
SOX10	chr22	37970686	37987422	-0.00046724729277857445
SOX11	chr2	5692384	5701385	0.0011069364036231303
SOX14	chr3	137764315	137766334	3.1363944314348633e-06
SOX17	chr8	54457935	54460892	5.9424233657386705e-05
SOX18	chr20	64047582	64049639	-2.9782016404695846e-05
SOX2	chr3	181711925	181714436	0.0006244303440802904
SOX2-OT	chr3	180989762	181836880	0.0003967077982037563
SOX21	chr13	94709622	94712545	-0.007268806026474949
SOX30	chr5	157625679	157671480	-0.0028293019144329146
SOX4	chr6	21593751	21598619	0.00019662951581001786
SOX5	chr12	23529504	24562544	-0.019128248055308644
SOX6	chr11	15966449	16739591	0.00039305162882094546
SOX8	chr16	981770	986979	0.013170713413434622
SOX9	chr17	72121020	72126416	0.0008409202013293028
SP1	chr12	53380176	53416446	2.276256388756982e-05
SP100	chr2	230415942	230545606	0.03235524370282734
SP110	chr2	230167293	230225729	0.053689149996191114
SP140	chr2	230203110	230313215	0.053689149996191114
SP3	chr2	173880850	173965702	2.7187785413258078e-05
SP9	chr2	174334954	174338500	2.7187785413258078e-05
SPA17	chr11	124673798	124697518	-0.00449460763659401
SPAAR	chr9	35909490	35937153	-0.0661003098837146
SPAG1	chr8	100157906	100259278	0.0010538214892235856
SPAG17	chr1	117953590	118185228	0.0004990616359780521
SPAG5	chr17	28577565	28599025	0.00038603625037614704
SPAG6	chr10	22345445	22454224	-0.004173867097552244
SPAG8	chr9	35808045	35812272	-0.0661003098837146
SPANXB1	chrX	141002594	141003706	
SPART	chr13	36301638	36370180	-0.02203826786417181
SPATA16	chr3	172889357	173141235	0.0003967077982037563
SPATA18	chr4	52051304	52097299	-0.10385182409368528
SPATA22	chr17	3440019	3513852	-0.09339503926227377
SPATA4	chr4	176184579	176195585	-8.575323636440421e-05
SPATA5	chr4	122923078	123319433	-0.009430828969627918
SPATA5L1	chr15	45402336	45421415	0.003103282238128842
SPATS2	chr12	49366584	49527424	-0.00017525960290996431
SPATS2L	chr2	200305881	200482264	0.003669322906443456
SPDYA	chr2	28782517	28850611	0.0006508387604871469
SPECC1	chr17	20009344	20319026	-8.797099307625445e-05
SPECC1L	chr22	24270817	24417739	0.0016049039426985318
SPHK1	chr17	76376584	76387860	0.003162425782313197
SPI1	chr11	47354860	47378576	0.0005550965363730477
SPIB	chr19	50418938	50431314	0.00024245146391721717
SPICE1	chr3	113442718	113515187	-0.0004695229025423783
SPIN1	chr9	88388430	88478694	-0.012662156586271723
SPIN2A	chrX	57134530	57137625	
SPIN3	chrX	56818298	56995827	
SPINK7	chr5	148312419	148315922	-7.430581050845983e-05
SPN	chr16	29662979	29670876	0.0007237163116299317
SPO11	chr20	57329803	57343994	-0.00024289513238184648
SPOCK1	chr5	136975298	137598379	0.0013490207609171442
SPON1	chr11	13962723	14268133	0.0003643558844173163
SPON2	chr4	1166932	1208962	-0.13543776502304397
SPP1	chr4	87975650	87983426	-0.09024349304344671
SPPL2A	chr15	50702266	50765709	0.003396337514813386
SPRY2	chr13	80335976	80341126	-0.007268806026474949
SPRYD7	chr13	49912702	49936490	-0.011062722026995882
SPTA1	chr1	158610704	158686715	-0.0046171018609826465
SPTBN1	chr2	54456317	54671446	0.00013370561209632298
SPZ1	chr5	80319625	80321842	0.0003868854199734932
SQLE	chr8	124998497	125022283	0.008026174640372587
SQSTM1	chr5	179806398	179838078	-0.00156094931121706
SRA1	chr5	140537340	140558252	0.00034501102998870276
SRC	chr20	37344685	37406050	-0.00019598363105757823
SRCAP	chr16	30698209	30741409	0.0007675638341198598
SRCIN1	chr17	38530031	38605952	0.15987255528592378
SRD5A1	chr5	6633427	6674386	0.005386741082788252
SRD5A2	chr2	31522480	31580938	0.000544388298365933
SRD5A3	chr4	55346242	55373100	-0.10385182409368528
SREBF1	chr17	17810399	17837011	-0.00029845357458371027
SREBF2	chr22	41833079	41907307	-0.0018171933487532788
SRF	chr6	43171269	43181506	0.0019089376526115127
SRFBP1	chr5	121961975	122075570	0.0019488247956638896
SRI	chr7	88205118	88226993	0.02361533438366936
SRPK1	chr6	35832966	35921342	0.00018092631164101414
SRPX	chrX	38149336	38220924	
SRSF1	chr17	58000919	58007346	0.01803529299547653
SRSF2	chr17	76734115	76737374	0.003162425782313197
SRY	chrY	2786855	2787682	
SS18	chr18	26016253	26091217	-0.03381473962030213
SSB	chr2	169791933	169812064	2.7187785413258078e-05
SSBP3	chr1	54225432	54413479	0.011277118241627561
SSRP1	chr11	57325986	57335892	0.0005550965363730477
SSTR1	chr14	38207904	38213067	-0.005458685290380866
SSTR2	chr17	73165010	73176633	0.0008409202013293028
SSTR3	chr22	37204237	37212477	-0.00046724729277857445
SSTR4	chr20	23035386	23036812	-0.00033093272859305436
SSTR5	chr16	1078781	1080142	0.013170713413434622
SSX1	chrX	48255317	48267444	
SSX2	chrX	52696896	52707189	
SSX2IP	chr1	84643707	84690803	0.00042704823914014586
SSX4	chrX	48383516	48393347	
ST14	chr11	130159782	130210362	-0.0010996818445793187
ST6GAL1	chr3	186930502	187078553	0.0008641157790360995
STAB1	chr3	52495338	52524495	-0.03990214767310227
STAC3	chr12	57243453	57251188	0.00017640539255839936
STAP1	chr4	67558727	67607337	-0.09515876225538379
STAR	chr8	38142700	38150992	0.00018892072028431134
STARD3	chr17	39637090	39664201	0.17930124314049634
STAT1	chr2	190908460	191020960	0.000960426168522652
STAT2	chr12	56341597	56360167	0.000113869904110443
STAT3	chr17	42313324	42388568	0.10463334982052944
STAT4	chr2	191029576	191151596	0.000960426168522652
STAT5A	chr17	42287547	42311943	0.10463334982052944
STAT5B	chr17	42199177	42276707	0.10463334982052944
STAT6	chr12	57095408	57132139	0.00017640539255839936
STAU1	chr20	49113339	49188367	-0.000336274174793978
STAU2	chr8	73420369	73747708	5.047327505746193e-06
STC2	chr5	173314713	173329503	-0.00716110184528025
STEAP1	chr7	90154456	90164829	0.02361533438366936
STEAP4	chr7	88270892	88306891	0.02361533438366936
STH	chr17	45999250	45999694	0.02591790497108404
STIL	chr1	47250139	47314147	0.03124479520221401
STIM1	chr11	3854527	4093210	0.0011608171382036139
STIM2	chr4	26857601	27025381	-0.11258455425653785
STK11	chr19	1177558	1228431	0.0006555979932898493
STK16	chr2	219245455	219250337	0.05646305699567348
STK3	chr8	98371228	98942827	0.0010538214892235856
STK31	chr7	23710203	23832513	-0.0002791836801827818
STK32A	chr5	147234963	147387855	-7.430581050845983e-05
STK32C	chr10	132207492	132331847	-0.08460334718759766
STK33	chr11	8391868	8594289	0.0005403327151397394
STK35	chr20	2101827	2177038	-0.0013010007569408417
STK38L	chr12	27243968	27325959	-0.0034828923766608943
STK39	chr2	167954020	168247595	3.715584279173508e-05
STK4	chr20	44966479	45080021	-0.0001576837495814946
STK40	chr1	36339624	36385896	0.020848399463453394
STMN1	chr1	25884181	25906991	0.0003731099274232452
STMN2	chr8	79610814	79666175	0.000318216303090948
STMN3	chr20	63639705	63657682	-2.9782016404695846e-05
STOML1	chr15	73978926	73994622	0.0003296311294962174
STRIP1	chr1	110031577	110074641	0.0006559449915593991
STRIP2	chr7	129434432	129488399	3.6567375335077536e-05
STRN3	chr14	30893799	31026401	-0.004081637882656571
STRN4	chr19	46719511	46746994	0.0004753199774616822
STS	chrX	7147237	7804358	
STUB1	chr16	680224	682870	0.013170713413434622
STX11	chr6	144150517	144191939	0.020430689065113222
STX1A	chr7	73699206	73719672	0.0013359829688630546
STX7	chr6	132445867	132513198	0.03271188110894906
STXBP4	chr17	54968727	55173632	0.06138244893997961
STXBP5	chr6	147204425	147390476	0.020430689065113222
STYK1	chr12	10618923	10674318	-0.04334391504790958
SUGCT	chr7	40134977	40860763	6.874616514815643e-05
SUGP2	chr19	18990888	19034023	0.00011517494160196627
SULF1	chr8	69466624	69660915	-2.9077859236749906e-05
SULF2	chr20	47656348	47786616	-0.0002644559529816326
SULT1A1	chr16	28605196	28623625	0.000703216421654597
SULT2A1	chr19	47870467	47886315	0.0005427902172196493
SUMO1	chr2	202206180	202238608	0.016602107157850505
SUMO4	chr6	149400262	149401278	0.020430689065113222
SUPV3L1	chr10	69180234	69209099	0.00031105841972587744
SURF6	chr9	133328776	133336188	0.1262471458481143
SUV39H1	chrX	48695554	48709012	
SV2C	chr5	76083383	76353939	0.0003868854199734932
SVEP1	chr9	110365248	110579880	0.0015528432279981355
SVIL	chr10	29457338	29736781	-0.004173867097552244
SWT1	chr1	185157080	185291781	-0.0004366405930479371
SYCP1	chr1	114854863	114995370	0.00032075283169663744
SYK	chr9	90801787	90898549	-0.002214471468870328
SYNCRIP	chr6	85607785	85643792	0.011931072450950287
SYNDIG1	chr20	24469629	24666616	-0.00033093272859305436
SYNE2	chr14	63761899	64226433	-0.03559514530806321
SYNGR3	chr16	1989660	1994275	0.0076711826891900075
SYNM	chr15	99098217	99135593	
SYNPO2	chr4	118850688	119061247	-0.02999896749594418
SYNRG	chr17	37514807	37609472	0.15987255528592378
SYP	chrX	49187804	49200259	
SYT16	chr14	61811974	62112550	-0.03559514530806321
SYTL2	chr11	85694224	85811159	-0.00024814774910539056
SYVN1	chr11	65121780	65134533	0.007507225461540621
TAB1	chr22	39399778	39437060	-0.0033673850824723446
TAB2	chr6	149218641	149411613	0.020430689065113222
TAC1	chr7	97732084	97740472	0.01237720993829814
TAC3	chr12	57010000	57028883	0.00017640539255839936
TAC4	chr17	49838309	49848017	0.07535126543253585
TACC2	chr10	121989163	122254545	-0.050259546627500436
TACR1	chr2	75046463	75199520	7.575779268146809e-05
TACR2	chr10	69403903	69416918	0.00031105841972587744
TACR3	chr4	103586031	103719985	-0.07936724775730437
TADA2A	chr17	37406886	37479725	0.15987255528592378
TAF1	chrX	71366239	71532374	
TAFA4	chr3	68731766	68953297	-0.025358627940254137
TAFA5	chr22	48489460	48850912	-0.0004463302749011595
TAL1	chr1	47216290	47232220	0.03124479520221401
TAL2	chr9	105662457	105663124	0.0002732261691292298
TANGO2	chr22	20017014	20067164	0.013127863213813222
TAP1	chr6	32845209	32853978	7.505368373103886e-05
TAP2	chr6	32821833	32838770	5.351353544756713e-05
TAPBP	chr6	33299694	33314387	7.505368373103886e-05
TARDBP	chr1	11012344	11026420	0.0011102918490641844
TAS2R38	chr7	141972631	141973773	8.898160696866219e-05
TASOR	chr3	56620133	56683237	-0.034581866126714336
TASOR2	chr10	5684838	5763740	-0.032771326480445666
TBC1D22B	chr6	37257772	37332970	0.00018092631164101414
TBC1D30	chr12	64780516	64881033	0.00011380248588039864
TBC1D8B	chrX	106802673	106876150	
TBCK	chr4	106041599	106316683	-0.07936724775730437
TBK1	chr12	64452092	64502114	0.0001584562263202007
TBL1Y	chrY	6910686	7101970	
TBL2	chr7	73567537	73578791	0.0013359829688630546
TBP	chr6	170554302	170572870	
TBR1	chr2	161416297	161425870	1.0182691168045107e-06
TBRG4	chr7	45100100	45112047	0.0002773504219891991
TBX15	chr1	118883046	118989556	0.0004990616359780521
TBX19	chr1	168280877	168314426	-0.017182168887364152
TBX2	chr17	61399843	61409466	0.0026461510323501957
TBX21	chr17	47733236	47746122	0.055925875743425474
TBX3	chr12	114670255	114684175	0.00017329537330035345
TBX4	chr17	61452404	61485110	0.0026461510323501957
TBX5	chr12	114353931	114408442	0.00017329537330035345
TBXA2R	chr19	3594507	3606875	0.0003760747592308218
TBXAS1	chr7	139777051	140020325	2.7583275680340674e-05
TC2N	chr14	91779746	91867536	-0.08132505423898645
TCAP	chr17	39665349	39666554	0.17930124314049634
TCEA3	chr1	23380909	23424748	0.0002534796543138907
TCEANC	chrX	13653189	13681964	
TCEANC2	chr1	54053584	54112519	0.011277118241627561
TCERG1L	chr10	131092391	131311721	-0.08460334718759766
TCF20	chr22	42160013	42343616	-0.0018171933487532788
TCF21	chr6	133889138	133895553	0.03271188110894906
TCF3	chr19	1609290	1652615	0.0006555979932898493
TCF4	chr18	55222185	55664787	-0.03381473962030213
TCF7	chr5	134114681	134151865	0.002963002185801527
TCF7L2	chr10	112950247	113167678	-0.0034312916843590516
TCFL5	chr20	62841005	62861822	-0.00017165610921548544
TCIM	chr8	40153482	40155310	0.00018892072028431134
TCL1A	chr14	95709947	95714196	-0.06720953592301034
TCOF1	chr5	150357629	150400308	-0.0005962277913897806
TCP1	chr6	159778498	159789703	0.002697462043891199
TDGF1	chr3	46574534	46582457	-0.038138960032055386
TDO2	chr4	155854738	155920406	-0.0010026307342515081
TDRD3	chr13	60396457	60573878	-0.009424855004045435
TDRD7	chr9	97412096	97496125	-0.00010822378975490355
TEC	chr4	48135783	48269838	-0.10639008306385227
TECPR1	chr7	98214624	98252232	0.0033934197286916647
TEDC1	chr14	105489855	105499575	-0.05453383912870634
TEFM	chr17	30897336	30906238	0.010672313811506386
TEK	chr9	27109141	27230174	-0.08977454922074052
TEKT1	chr17	6789133	6831761	-0.09502533670864402
TEKT3	chr17	15303811	15341632	-0.0016948967086537437
TEKT4	chr2	94871430	94876823	3.6650204618020156e-05
TELO2	chr16	1493344	1510457	0.0076711826891900075
TENT5B	chr1	27005020	27012850	0.000777844687109851
TENT5C	chr1	117606048	117628389	0.0004990616359780521
TERF1	chr8	73008864	73048123	5.047327505746193e-06
TERF2	chr16	69355567	69408571	0.01358975238224288
TERT	chr5	1253147	1295068	0.008541772995529861
TES	chr7	116210506	116258783	0.00010812442394252517
TESK2	chr1	45343883	45491163	0.049390758487010064
TET1	chr10	68560337	68694487	6.351525282950847e-05
TET2	chr4	105145875	105279816	-0.07936724775730437
TEX11	chrX	70528940	70908731	
TEX14	chr17	58556678	58692055	0.01803529299547653
TEX30	chr13	102765888	102773811	-0.00463512448314386
TEX35	chr1	178513109	178548602	-0.0023899609050197826
TFAM	chr10	58385345	58399220	-0.00010822042522412568
